"","executive_order_number","title","publication_date","signing_date","citation","document_number","executive_order_notes","html_url","president","year"
"621",13302,"Amending Executive Order 13212, Actions to Expedite Energy-Related Projects","05/20/2003","05/15/2003","68 FR 27429"," 03-12766","Amends:  EO 13212, May 18, 2001","https://www.federalregister.gov/articles/2003/05/20/03-12766/amending-executive-order-13212-actions-to-expedite-energy-related-projects","Bush",2003
"622",13303,"Protecting the Development Fund for Iraq and Certain Other Property in Which Iraq Has an Interest","05/28/2003","05/22/2003","68 FR 31931"," 03-13412","Amended by: EO 13364, November 29, 2004
; See:  EO 12722, August 8, 1990; EO 12724, August 9, 1990; EO 13290, March 20, 2003; EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 2009; Notice of May 12, 2010; EO 13668, May 27, 2014","https://www.federalregister.gov/articles/2003/05/28/03-13412/protecting-the-development-fund-for-iraq-and-certain-other-property-in-which-iraq-has-an-interest","Bush",2003
"623",13304,"Termination of Emergencies With Respect to Yugoslavia and Modification of Executive Order 13219 of June 26, 2001","05/29/2003","05/28/2003","68 FR 32315"," 03-13694","Amends:  EO 13219, June 26, 2001;
; ;  Revokes: EO 12808, May 30, 1992; EO 12810, June 5, 1992; EO 12831, January 15, 1993; EO 13088, June 9, 1998; EO 13121, April 30, 1999; EO 13192, January 17, 2001;
; ;  See:  Notice of June 20, 2003; Notice of June 24, 2004; Notice of June 23, 2005; Notice of June 22, 2006; Notice of June 22, 2007; Notice of June 24, 2008; Notice of June 22, 2009; Notice of June 8, 2010","https://www.federalregister.gov/articles/2003/05/29/03-13694/termination-of-emergencies-with-respect-to-yugoslavia-and-modification-of-executive-order-13219-of","Bush",2003
"624",13305,"Extension of the President's Information Technology Advisory Committee and the President's Council of Advisors on Science and Technology","05/30/2003","05/28/2003","68 FR 32323"," 03-13750","Amends:  EO 13035, February 11, 1997; EO 13226, September 30, 2001","https://www.federalregister.gov/articles/2003/05/30/03-13750/extension-of-the-presidents-information-technology-advisory-committee-and-the-presidents-council-of","Bush",2003
"625",13306,"Establishing the Bob Hope American Patriot Award","06/03/2003","05/28/2003","68 FR 33337"," 03-14116","","https://www.federalregister.gov/articles/2003/06/03/03-14116/establishing-the-bob-hope-american-patriot-award","Bush",2003
"626",13307,"European Central Bank","06/03/2003","05/29/2003","68 FR 33338"," 03-14117","","https://www.federalregister.gov/articles/2003/06/03/03-14117/european-central-bank","Bush",2003
"627",13308,"Further Amendment to Executive Order 12580, as Amended, Superfund Implementation","06/24/2003","06/20/2003","68 FR 37691"," 03-16102","Amends:  EO 12580, January 23, 1987","https://www.federalregister.gov/articles/2003/06/24/03-16102/further-amendment-to-executive-order-12580-as-amended-superfund-implementation","Bush",2003
"628",13309,"Amendments to Executive Order 12994, and Renaming the President's Committee on Mental Retardation as the President's Committee for People with Intellectual Disabilities","07/30/2003","07/25/2003","68 FR 44851"," 03-19572","Amends:  EO 12994, March 21, 1996","https://www.federalregister.gov/articles/2003/07/30/03-19572/amendments-to-executive-order-12994-and-renaming-the-presidents-committee-on-mental-retardation-as","Bush",2003
"629",13310,"Blocking Property of the Government of Burma and Prohibiting Certain Transactions","07/30/2003","07/28/2003","68 FR 44853"," 03-19573","Amends:  EO 13047, May 20, 1997;
; ;   EO 13448, October 18, 2007; EO 13464, April 30, 2008; Notice of May 17, 2004;  Notice of May 17, 2005; Notice of May 18, 2006; Notice of May 17, 2007; Notice of May 16, 2008; Notice of May 14, 2009; Notice of May 13, 2010; EO 13619, July 11, 2012","https://www.federalregister.gov/articles/2003/07/30/03-19573/blocking-property-of-the-government-of-burma-and-prohibiting-certain-transactions","Bush",2003
"630",13311,"Homeland Security Information Sharing","07/31/2003","07/29/2003","68 FR 45149"," 03-19675","Amended by: EO 13388, October 25, 2005;
; ;  See:  EO 12958, April 17, 1995; EO 12968, August 2, 1995; EO 13356, August 27, 2004","https://www.federalregister.gov/articles/2003/07/31/03-19675/homeland-security-information-sharing","Bush",2003
"631",13312,"Implementing the Clean Diamond Trade Act","07/31/2003","07/29/2003","68 FR 45151"," 03-19676","See:  EO 13194, January 8, 2001; EO 13213, May 22, 2001","https://www.federalregister.gov/articles/2003/07/31/03-19676/implementing-the-clean-diamond-trade-act","Bush",2003
"632",13313,"Delegation of Certain Congressional Reporting Functions","08/05/2003","07/31/2003","68 FR 46073"," 03-20013","","https://www.federalregister.gov/articles/2003/08/05/03-20013/delegation-of-certain-congressional-reporting-functions","Bush",2003
"633",13314,"Waiver Under the Trade Act of 1974 With Respect to Turkmenistan","08/13/2003","08/08/2003","68 FR 48249"," 03-20764","","https://www.federalregister.gov/articles/2003/08/13/03-20764/waiver-under-the-trade-act-of-1974-with-respect-to-turkmenistan","Bush",2003
"634",13315,"Blocking Property of the Former Iraqi Regime, Its Senior Officials and Their Family Members, and Taking Certain Other Actions","09/03/2003","08/28/2003","68 FR 52315"," 03-22543","See:  EO 13303, May 22, 2003; EO 13364, November 29, 2004; EO 13438, July 17, 2007; Notice of May 20, 2004; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 2009; Notice of May 12, 2010; EO 13668, May 27, 2014
; Superseded in part by:  EO 13350, July 29, 2004","https://www.federalregister.gov/articles/2003/09/03/03-22543/blocking-property-of-the-former-iraqi-regime-its-senior-officials-and-their-family-members-and","Bush",2003
"635",13316,"Continuance of Certain Federal Advisory Committees","09/23/2003","09/17/2003","68 FR 55255"," 03-24217","Amends:  EO 12131, May 4, 1979;
; ;  Revokes: EO 12975, October 3, 1995; EO 13147, March 7, 2000; EO 13210, May 2, 2001; EO 13214, May 28, 2001; EO 13227, October 2, 2001; EO 13263, April 29, 2002; EO 13278, December 11, 2002;
; ;  Revokes in part: EO 13111, January 12, 1999; EO 13177, December 4, 2000;
; ;  Continues: EO 11145, March 7, 1964; EO 11183, October 3, 1964; EO 11287, June 28, 1966; EO 12196, February 26, 1980; EO 12216, June 18, 1980; EO 12367, June 15, 1982; EO 12382, September 13, 1982; EO 12905, March 25, 1994; EO 13231, October 16, 2001; EO 13237, November 28, 2001; EO 13256, February 12, 2002; EO 13265, June 6, 2002; EO 13270, July 3, 2002;
; ;  See:  EO 13018. September 16, 1996; EO 13046, May 16, 1997; EO 13137, September 15, 1999; EO 13167, September 15, 2000; EO 13188, January 12, 2001; EO 13218, June 20, 2001; EO 13255, February 6, 2002;
; ;  Supersedes: EO 13225, September 28, 2001;
; ;  Superseded in part by: EO 13385, September 29, 2005","https://www.federalregister.gov/articles/2003/09/23/03-24217/continuance-of-certain-federal-advisory-committees","Bush",2003
"636",13317,"Volunteers for Prosperity","09/30/2003","09/25/2003","68 FR 56515"," 03-24919","Amended by: EO 13418, December 14, 2006","https://www.federalregister.gov/articles/2003/09/30/03-24919/volunteers-for-prosperity","Bush",2003
"637",13318,"Presidential Management Fellows Program","11/25/2003","11/21/2003","68 FR 66317"," 03-29644","Supersedes: EO 12364, May 24, 1982;
; ;  Revoked by: EO 13562, December 27, 2010","https://www.federalregister.gov/articles/2003/11/25/03-29644/presidential-management-fellows-program","Bush",2003
"638",13319,"Amendment to Executive Order 13183, Establishment of the President's Task Force on Puerto Rico's Status","12/08/2003","12/03/2003","68 FR 68233"," 03-30513","Amends:  EO 13183, December 23, 2000","https://www.federalregister.gov/articles/2003/12/08/03-30513/amendment-to-executive-order-13183-establishment-of-the-presidents-task-force-on-puerto-ricos-status","Bush",2003
"639",13320,"Closing of Executive Departments and Agencies of the","12/12/2003","12/09/2003","68 FR 69295"," 03-30913","See:  EO 11582, February 11, 1971","https://www.federalregister.gov/articles/2003/12/12/03-30913/closing-of-executive-departments-and-agencies-of-the","Bush",2003
"640",13321,"Appointments During National Emergency","12/23/2003","12/17/2003","68 FR 74465"," 03-31594","See:  EO 12396, December 9, 1982","https://www.federalregister.gov/articles/2003/12/23/03-31594/appointments-during-national-emergency","Bush",2003
"641",13322,"Adjustments of Certain Rates of Pay","01/02/2004","12/30/2003","69 FR 231"," 03-32328","Supersedes: EO 13282, December 31, 2002;
; ;  See:  EO 13291, March 21, 2003;
; ;  Superseded by: EO 13332, March 3, 2004","https://www.federalregister.gov/articles/2004/01/02/03-32328/adjustments-of-certain-rates-of-pay","Bush",2003
"642",13323,"Assignment of Functions Relating to Arrivals in and Departures From the United States","01/02/2004","12/30/2003","69 FR 241"," 03-32332","","https://www.federalregister.gov/articles/2004/01/02/03-32332/assignment-of-functions-relating-to-arrivals-in-and-departures-from-the-united-states","Bush",2003
"643",13324,"Termination of Emergency With Respect to Sierra Leone and Liberia","01/20/2004","01/15/2004","69 FR 2823"," 04-1322","Revokes: EO 13194, January 8, 2001; EO 13213, May 2, 2001","https://www.federalregister.gov/articles/2004/01/20/04-1322/termination-of-emergency-with-respect-to-sierra-leone-and-liberia","Bush",2004
"644",13325,"Amendment to Executive Order 12293, the Foreign Service of the United States","01/28/2004","01/23/2004","69 FR 4217"," 04-1941","Amends: EO 12293, February 23, 1981;
; ;  Revoked by: EO 13374, March 14, 2005","https://www.federalregister.gov/articles/2004/01/28/04-1941/amendment-to-executive-order-12293-the-foreign-service-of-the-united-states","Bush",2004
"645",13326,"President's Commission on Implementation of United States Space Exploration Policy","02/03/2004","01/27/2004","69 FR 5255"," 04-2408","Revoked by: EO 13385, September 29, 2005","https://www.federalregister.gov/articles/2004/02/03/04-2408/presidents-commission-on-implementation-of-united-states-space-exploration-policy","Bush",2004
"646",13327,"Federal Real Property Asset Management","02/06/2004","02/04/2004","69 FR 5897"," 04-2773","Amended by: EO 13423, January 24, 2007;
; ;  Revokes: EO 12512, April 29, 1985","https://www.federalregister.gov/articles/2004/02/06/04-2773/federal-real-property-asset-management","Bush",2004
"647",13328,"Commission on the Intelligence Capabilities of the United States Regarding Weapons of Mass Destruction","02/11/2004","02/06/2004","69 FR 6901"," 04-3170","Revoked by: EO 13385, September 29, 2005","https://www.federalregister.gov/articles/2004/02/11/04-3170/commission-on-the-intelligence-capabilities-of-the-united-states-regarding-weapons-of-mass","Bush",2004
"648",13329,"Encouraging Innovation in Manufacturing","02/26/2004","02/24/2004","69 FR 9181"," 04-4436","See: EO 12958, April 17, 1995","https://www.federalregister.gov/articles/2004/02/26/04-4436/encouraging-innovation-in-manufacturing","Bush",2004
"649",13330,"Human Service Transportation Coordination","02/26/2004","02/24/2004","69 FR 9185"," 04-4451","See: Proclamation 7804 of July 26, 2004","https://www.federalregister.gov/articles/2004/02/26/04-4451/human-service-transportation-coordination","Bush",2004
"650",13331,"National and Community Service Programs","03/03/2004","02/27/2004","69 FR 9911"," 04-4884","","https://www.federalregister.gov/articles/2004/03/03/04-4884/national-and-community-service-programs","Bush",2004
"651",13332,"Further Adjustment of Certain Rates of Pay","03/08/2004","03/03/2004","69 FR 10891"," 04-5322","Supersedes: EO 13322, December 30, 2003;
; ;  Superseded by: EO 13368, December 30, 2004","https://www.federalregister.gov/articles/2004/03/08/04-5322/further-adjustment-of-certain-rates-of-pay","Bush",2004
"652",13333,"Amending Executive Order 13257 To Implement the Trafficking Victims Protection Reauthorization Act of 2003","03/23/2004","03/18/2004","69 FR 13455"," 04-6622","Amends: EO 13257, February 13, 2002","https://www.federalregister.gov/articles/2004/03/23/04-6622/amending-executive-order-13257-to-implement-the-trafficking-victims-protection-reauthorization-act","Bush",2004
"653",13334,"Establishing an Emergency Board To Investigate a Dispute Between the Southeastern Pennsylvania Transportation Authority and its Conductors Represented by the United Transportation Union","04/14/2004","04/10/2004","69 FR 19917"," 04-8616","See: EO 13351, August 9, 2004","https://www.federalregister.gov/articles/2004/04/14/04-8616/establishing-an-emergency-board-to-investigate-a-dispute-between-the-southeastern-pennsylvania","Bush",2004
"654",13335,"Incentives for the Use of Health Information Technology and Establishing the Position of the National Health Information Technology Coordinator","04/30/2004","04/27/2004","69 FR 24059"," 04-10024","","https://www.federalregister.gov/articles/2004/04/30/04-10024/incentives-for-the-use-of-health-information-technology-and-establishing-the-position-of-the","Bush",2004
"655",13336,"American Indian and Alaska Native Education","05/05/2004","04/30/2004","69 FR 25295"," 04-10377","See: EO 13175, November 6, 2000; EO 13592, December 2, 2011;
; ;  Revokes: EO 13096, August 6, 1998","https://www.federalregister.gov/articles/2004/05/05/04-10377/american-indian-and-alaska-native-education","Bush",2004
"656",13337,"Issuance of Permits With Respect to Certain Energy-Related Facilities and Land Transportation Crossings on the International Boundaries of the United States","05/05/2004","04/30/2004","69 FR 25299"," 04-10378","Amends: EO 11423, August 16, 1968;
; ;  See: EO 10485, September 3, 1953; EO 10530, May 10, 1954; EO 13212, May 18, 2001","https://www.federalregister.gov/articles/2004/05/05/04-10378/issuance-of-permits-with-respect-to-certain-energy-related-facilities-and-land-transportation","Bush",2004
"657",13338,"Blocking Property of Certain Persons and Prohibiting the Export of Certain Goods to Syria","05/13/2004","05/11/2004","69 FR 26751"," 04-11058","Amended by: EO 13460, February 13, 2008;
; ;  See: EO 13224, September 23, 2001; Notice of May 5, 2005; EO 13399, April 25, 2006; Notice of May 8, 2006; Notice of May 8, 2007; Notice of May 7, 2008; Notice of May 7, 2009; Notice of May 3, 2010; EO 13572, April 29, 2011; EO 13573, May 18, 2011; EO 13582, August 17, 2011","https://www.federalregister.gov/articles/2004/05/13/04-11058/blocking-property-of-certain-persons-and-prohibiting-the-export-of-certain-goods-to-syria","Bush",2004
"658",13339,"Increasing Economic Opportunity and Business Participation of Asian Americans and Pacific Islanders","05/17/2004","05/13/2004","69 FR 28037"," 04-11271","Amended by: EO 13403, May 12, 2006;
; ;  Superseded by: EO 13515, October 14, 2009","https://www.federalregister.gov/articles/2004/05/17/04-11271/increasing-economic-opportunity-and-business-participation-of-asian-americans-and-pacific-islanders","Bush",2004
"659",13340,"Establishment of Great Lakes Interagency Task Force and Promotion of a Regional Collaboration of National Significance for the Great Lakes","05/20/2004","05/18/2004","69 FR 29043"," 04-11592","","https://www.federalregister.gov/articles/2004/05/20/04-11592/establishment-of-great-lakes-interagency-task-force-and-promotion-of-a-regional-collaboration-of","Bush",2004
"660",13341,"Further Amendment to Executive Order 11023, Providing for the Performance by the Secretary of Commerce of Certain Functions Relating to the National Oceanic and Atmospheric Administration","05/25/2004","05/20/2004","69 FR 29843"," 04-11991","","https://www.federalregister.gov/articles/2004/05/25/04-11991/further-amendment-to-executive-order-11023-providing-for-the-performance-by-the-secretary-of","Bush",2004
"661",13342,"Responsibilities of the Departments of Commerce and Veterans Affairs and the Small Business Administration With Respect to Faith-Based and Community Initiatives","06/03/2004","06/01/2004","69 FR 31509"," 04-12745","","https://www.federalregister.gov/articles/2004/06/03/04-12745/responsibilities-of-the-departments-of-commerce-and-veterans-affairs-and-the-small-business","Bush",2004
"662",13343,"Providing for the Closing of Government Departments and Agencies on June 11, 2004","06/08/2004","06/06/2004","69 FR 32245"," 04-13123","See: EO 11582, February 11, 1971","https://www.federalregister.gov/articles/2004/06/08/04-13123/providing-for-the-closing-of-government-departments-and-agencies-on-june-11-2004","Bush",2004
"663",13344,"Amending Executive Order 13261 on the Order of Succession in the Environmental Protection Agency","07/09/2004","07/07/2004","69 FR 41747"," 04-15787","See: EO 11582, February 11, 1971","https://www.federalregister.gov/articles/2004/07/09/04-15787/amending-executive-order-13261-on-the-order-of-succession-in-the-environmental-protection-agency","Bush",2004
"664",13345,"Assigning Foreign Affairs Functions and Implementing the Enterprise for the Americas Initiative and the Tropical Forest Conservation Act","07/13/2004","07/08/2004","69 FR 41901"," 04-15933","See: EO 11269, February 14, 1966;
; ;  Revokes: EO 12757, March 19, 1991; EO 12823, December 3, 1992; EO 13028, December 3, 1996; EO 13131, July 22, 1999","https://www.federalregister.gov/articles/2004/07/13/04-15933/assigning-foreign-affairs-functions-and-implementing-the-enterprise-for-the-americas-initiative-and","Bush",2004
"665",13346,"Delegation of Certain Waiver, Determination, Certification, Recommendation, and Reporting Functions","07/13/2004","07/08/2004","69 FR 41905"," 04-15934","Amends: EO 12163, September 29, 1979; EO 13277, November 19, 2002;
; ;  See: EO 13419, December 20, 2006","https://www.federalregister.gov/articles/2004/07/13/04-15934/delegation-of-certain-waiver-determination-certification-recommendation-and-reporting-functions","Bush",2004
"666",13347,"Individuals With Disabilities in Emergency Preparedness","07/26/2004","07/22/2004","69 FR 44573"," 04-17150","","https://www.federalregister.gov/articles/2004/07/26/04-17150/individuals-with-disabilities-in-emergency-preparedness","Bush",2004
"667",13348,"Blocking Property of Certain Persons and Prohibiting the Importation of Certain Goods from Liberia","07/27/2004","07/22/2004","69 FR 44885"," 04-17205","See: Notice of July 19, 2005; Notice of July 18, 2006; Notice of July 19, 2007; Notice of July 16, 2008; Notice of July 16, 2009; Notice of July 19, 2010","https://www.federalregister.gov/articles/2004/07/27/04-17205/blocking-property-of-certain-persons-and-prohibiting-the-importation-of-certain-goods-from-liberia","Bush",2004
"668",13349,"Amending Executive Order 13226 To Designate the President's Council of Advisors on Science and Technology To Serve as the National Nanotechnology Advisory Panel","07/27/2004","07/23/2004","69 FR 44891"," 04-17204","Amends: EO 13326, September 30, 2001","https://www.federalregister.gov/articles/2004/07/27/04-17204/amending-executive-order-13226-to-designate-the-presidents-council-of-advisors-on-science-and","Bush",2004
"669",13350,"Termination of Emergency Declared in Executive Order 12722 With Respect to Iraq and Modification of Executive Order 13290, Executive Order 13303, and Executive Order 13315","07/30/2004","07/29/2004","69 FR 46055"," 04-17636","Revokes: EO 12722, August 2, 1990; EO 12724, August 9, 1990; EO 12734, November 14, 1990; EO 12743, January 18, 1991; EO 12751, February 14, 1991; EO 12817, October 21, 1992;
; ;  Amends: EO 13290, March 20, 2003;
; ;  Supersedes in part: EO 13315, August 28, 2003;
; ;  See: EO 13303, May 22, 2003; EO 13364, November 29, 2004; EO 13438, July 17, 2007; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 2009; Notice of May 12, 2010","https://www.federalregister.gov/articles/2004/07/30/04-17636/termination-of-emergency-declared-in-executive-order-12722-with-respect-to-iraq-and-modification-of","Bush",2004
"670",13351,"Establishing an Emergency Board To Investigate a Dispute Between the Southeastern Pennsylvania Transportation Authority and Its Conductors Represented by the United Transportation Union","08/12/2004","08/09/2004","69 FR 50047"," 04-18575","See: EO 13334, April 12, 2004","https://www.federalregister.gov/articles/2004/08/12/04-18575/establishing-an-emergency-board-to-investigate-a-dispute-between-the-southeastern-pennsylvania","Bush",2004
"671",13352,"Facilitation of Cooperative Conservation","08/30/2004","08/26/2004","69 FR 52989"," 04-19909","","https://www.federalregister.gov/articles/2004/08/30/04-19909/facilitation-of-cooperative-conservation","Bush",2004
"672",13353,"Establishing the President's Board on Safeguarding Americans' Civil Liberties","09/01/2004","08/27/2004","69 FR 53585"," 04-20049","","https://www.federalregister.gov/articles/2004/09/01/04-20049/establishing-the-presidents-board-on-safeguarding-americans-civil-liberties","Bush",2004
"673",13354,"National Counterterrorism Center","09/01/2004","08/27/2004","69 FR 53589"," 04-20050","Revoked by: EO 13470, July 30, 2008, read in conjunction with EO 12333, December 4, 1981;
; ;  See: EO 12333, December 12, 1981; EO 12958, April 17, 1995; EO 13470, July 30, 2008","https://www.federalregister.gov/articles/2004/09/01/04-20050/national-counterterrorism-center","Bush",2004
"674",13355,"Strengthened Management of the Intelligence Community","09/01/2004","08/27/2004","69 FR 53593"," 04-20051","See: EO 13470, July 30, 2008;
; ;  Amends: EO 12333, December 12, 1981;
; ;  Revoked by: EO 13470, July 30, 2008, read in conjunction with EO 12333, December 4, 1981","https://www.federalregister.gov/articles/2004/09/01/04-20051/strengthened-management-of-the-intelligence-community","Bush",2004
"675",13356,"Strengthening the Sharing of Terrorism Information To Protect Americans","09/01/2004","08/27/2004","69 FR 53599"," 04-20052","See: EO 12333, December 12, 1981; EO 12958, April 17, 1995; EO 13311, July 29, 2003;
; ;  Revoked by: EO 13388, October 25, 2005","https://www.federalregister.gov/articles/2004/09/01/04-20052/strengthening-the-sharing-of-terrorism-information-to-protect-americans","Bush",2004
"676",13357,"Termination of Emergency Declared in Executive Order 12543 With Respect to the Policies and Actions of the","09/22/2004","09/20/2004","69 FR 56665"," 04-21411","Revokes: EO 12538, November 15, 1985; EO 12543, January 7, 1986; EO 12544, January 8, 1986; EO 12801, April 15, 1992","https://www.federalregister.gov/articles/2004/09/22/04-21411/termination-of-emergency-declared-in-executive-order-12543-with-respect-to-the-policies-and-actions","Bush",2004
"677",13358,"Assignment of Functions Relating to Certain Appointments, Promotions, and Commissions in the Armed Forces","09/30/2004","09/28/2004","69 FR 58797"," 04-22212","","https://www.federalregister.gov/articles/2004/09/30/04-22212/assignment-of-functions-relating-to-certain-appointments-promotions-and-commissions-in-the-armed","Bush",2004
"678",13359,"Amendment to Executive Order 13173, Interagency Task Force on the Economic Development of the Central San Joaquin Valley","10/25/2004","10/20/2004","69 FR 62391"," 04-23994","Amends: EO 13173, October 25, 2000","https://www.federalregister.gov/articles/2004/10/25/04-23994/amendment-to-executive-order-13173-interagency-task-force-on-the-economic-development-of-the-central","Bush",2004
"679",13360,"Providing Opportunities for Service-Disabled Veteran Businesses To Increase Their Federal Contracting and Subcontracting","10/26/2004","10/20/2004","69 FR 62549"," 04-24098","","https://www.federalregister.gov/articles/2004/10/26/04-24098/providing-opportunities-for-service-disabled-veteran-businesses-to-increase-their-federal","Bush",2004
"680",13361,"Assignment of Functions Under the United States Leadership Against HIV/AIDS, Tuberculosis, and Malaria Act of 2003","11/19/2004","11/16/2004","69 FR 67633"," 04-25866","Amends: EO 12163, September 29, 1979","https://www.federalregister.gov/articles/2004/11/19/04-25866/assignment-of-functions-under-the-united-states-leadership-against-hivaids-tuberculosis-and-malaria","Bush",2004
"681",13362,"Designation of Additional Officers for the Department of Homeland Security Order of Succession","12/02/2004","11/29/2004","69 FR 70173"," 04-26684","Revoked by: EO 13442, August 13, 2007;
; ;  See: EO 13286, February 28, 2003","https://www.federalregister.gov/articles/2004/12/02/04-26684/designation-of-additional-officers-for-the-department-of-homeland-security-order-of-succession","Bush",2004
"682",13363,"Establishing the Afghanistan and Iraq Campaign Medals","12/02/2004","11/29/2004","69 FR 70175"," 04-26685","See: EO 13289, March 12, 2003","https://www.federalregister.gov/articles/2004/12/02/04-26685/establishing-the-afghanistan-and-iraq-campaign-medals","Bush",2004
"683",13364,"Modifying the Protection Granted to the Development Fund for Iraq and Certain Property in Which Iraq Has an Interest and Protecting the Central Bank of Iraq","12/02/2004","11/29/2004","69 FR 70177"," 04-26686","Amends: EO 13303, May 22, 2003;
; ;  See: EO 13315, August 28, 2003; EO 13350, July 29, 2004; EO 13438, July 17, 2007; Notice of May 19, 2005; Notice of May 18, 2006; Notice of May 18, 2007; Notice of May 20, 2008; Notice of May 19, 2009; Notice of May 12, 2010","https://www.federalregister.gov/articles/2004/12/02/04-26686/modifying-the-protection-granted-to-the-development-fund-for-iraq-and-certain-property-in-which-iraq","Bush",2004
"684",13365,"2004 Amendments to the Manual for Courts-Martial, United States","12/08/2004","12/03/2004","69 FR 71333"," 04-27076","Amends: EO 12473, April 13, 1984","https://www.federalregister.gov/articles/2004/12/08/04-27076/2004-amendments-to-the-manual-for-courts-martial-united-states","Bush",2004
"685",13366,"Committee on Ocean Policy","12/21/2004","12/17/2004","69 FR 76591"," 04-28079","Revoked by: EO 13547, July 19, 2010","https://www.federalregister.gov/articles/2004/12/21/04-28079/committee-on-ocean-policy","Bush",2004
"686",13367,"United States-Mexico Border Health Commission","12/27/2004","12/21/2004","69 FR 77605"," 04-28404","","https://www.federalregister.gov/articles/2004/12/27/04-28404/united-states-mexico-border-health-commission","Bush",2004
"687",13368,"Adjustments of Certain Rates of Pay","01/05/2005","12/30/2004","70 FR 1147"," 05-306","Supersedes: EO 13332, March 3, 2004;
; ;  Superseded by: EO 13393, December 22, 2005","https://www.federalregister.gov/articles/2005/01/05/05-306/adjustments-of-certain-rates-of-pay","Bush",2004
"688",13369,"President's Advisory Panel on Federal Tax Reform","01/12/2005","01/07/2005","70 FR 2323"," 05-771","Amended by: EO 13379, June 16, 2005; EO 13386, September 30, 2005;
; ;  Revoked by: EO 13446, September 28, 2007","https://www.federalregister.gov/articles/2005/01/12/05-771/presidents-advisory-panel-on-federal-tax-reform","Bush",2005
"689",13370,"Providing an Order of Succession in the Office of Management and Budget","01/19/2005","01/13/2005","70 FR 3137"," 05-1170","","https://www.federalregister.gov/articles/2005/01/19/05-1170/providing-an-order-of-succession-in-the-office-of-management-and-budget","Bush",2005
"690",13371,"Amendments to Executive Order 13285, Relating to the President's Council on Service and Civic Participation","01/31/2005","01/27/2005","70 FR 5041"," 05-1886","Amends: EO 13285, January 29, 2003","https://www.federalregister.gov/articles/2005/01/31/05-1886/amendments-to-executive-order-13285-relating-to-the-presidents-council-on-service-and-civic","Bush",2005
"691",13372,"Clarification of Certain Executive Orders Blocking Property and Prohibiting Certain Transactions","02/18/2005","02/16/2005","70 FR 8499"," 05-3385","Amends: EO 12947, January 23, 1995; EO 13224, September 23, 2001;
; ;  See: EO 13099, August 20, 1998; EO 13268, July 2, 2002; EO 13284, January 23, 2003","https://www.federalregister.gov/articles/2005/02/18/05-3385/clarification-of-certain-executive-orders-blocking-property-and-prohibiting-certain-transactions","Bush",2005
"692",13373,"Amendments to Executive Order 11926 Relating to the Vice Presidential Service Badge","03/14/2005","03/10/2005","70 FR 12579"," 05-5097","Amends: EO 11926, July 19, 1976;
; ;  See: EO 13286, February 28, 2003","https://www.federalregister.gov/articles/2005/03/14/05-5097/amendments-to-executive-order-11926-relating-to-the-vice-presidential-service-badge","Bush",2005
"693",13374,"Amendments to Executive Order 12293—The Foreign Service of the United States","03/17/2005","03/14/2005","70 FR 12961"," 05-5434","Amends: EO 12293, February 23, 1981;
; ;  Revokes: EO 13325, January 23, 2004","https://www.federalregister.gov/articles/2005/03/17/05-5434/amendments-to-executive-order-12293the-foreign-service-of-the-united-states","Bush",2005
"694",13375,"Amendment to Executive Order 13295 Relating to Certain
; Influenza Viruses and Quarantinable Communicable Diseases","04/05/2005","04/01/2005","70 FR 17299"," 05-6907","Amends: EO 13295, April 4, 2003","https://www.federalregister.gov/articles/2005/04/05/05-6907/amendment-to-executive-order-13295-relating-to-certaininfluenza-viruses-and-quarantinable","Bush",2005
"695",13376,"Amendments to Executive Order 12863, Relating to the President's Foreign Intelligence Advisory Board","04/18/2005","04/13/2005","70 FR 20261"," 05-7830","Amends: EO 12863, September 13, 1993;
; ;  See: EO 13070, December 15, 1997; EO 13301, May 14, 2003","https://www.federalregister.gov/articles/2005/04/18/05-7830/amendments-to-executive-order-12863-relating-to-the-presidents-foreign-intelligence-advisory-board","Bush",2005
"696",13377,"Designating the African Union as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities","04/18/2005","04/13/2005","70 FR 20263"," 05-7831","Revokes: EO 11767, February 19, 1974","https://www.federalregister.gov/articles/2005/04/18/05-7831/designating-the-african-union-as-a-public-international-organization-entitled-to-enjoy-certain","Bush",2005
"697",13378,"Amendments to Executive Order 12788 Relating to the Defense Economic Adjustment Program","05/17/2005","05/12/2005","70 FR 28413"," 05-9892","Amends: EO 12788, January 15, 1992","https://www.federalregister.gov/articles/2005/05/17/05-9892/amendments-to-executive-order-12788-relating-to-the-defense-economic-adjustment-program","Bush",2005
